global_task_id,station_name,local_task_id,data_size_byte,compute_density_FLOPs_per_byte,delay_sensitivity,memory_usage_byte,deadline_second,sampling_rate_Hz,task_type,priority,dependency_task_id
1439,M94,9,1773442.59,4e-06,1.5829,1653150.66,1224.21,200.0,denoising,low,
1440,M90,0,1602752.0,9e-05,1.2297,1926125.56,1366.6,200.0,signal_enhancement,low,
1441,M90,1,1772700.69,3.1e-05,1.7438,2837125.83,1572.35,200.0,denoising,low,
1442,M90,2,2193863.03,7.9e-05,1.9146,1861669.85,1797.35,200.0,denoising,low,
1443,M90,3,2318127.01,0.000102,1.6497,1469749.93,2650.0,200.0,signal_enhancement,low,
1444,M90,4,2176918.56,0.000155,1.7035,1950311.35,1710.71,200.0,signal_enhancement,low,
1445,M90,5,1898801.88,0.000123,1.6657,2200516.09,1468.42,200.0,signal_enhancement,low,
1446,M90,6,1547781.59,6.9e-05,1.6812,2517251.02,2458.78,200.0,signal_enhancement,low,
1447,M90,7,2762668.4,4.6e-05,0.5387,1972443.78,1461.46,200.0,signal_enhancement,low,
1448,M90,8,1682484.36,7.4e-05,1.2871,1012623.83,487.74,200.0,denoising,low,
1449,M90,9,1254820.47,7.3e-05,1.241,3327196.17,1095.55,200.0,denoising,low,
1450,M88,0,849819.01,6e-06,0.6888,1965097.54,1161.74,200.0,signal_enhancement,low,
1451,M88,1,1595725.74,3e-06,1.5718,2468097.97,1516.32,200.0,denoising,low,
1452,M88,2,1898814.49,8e-06,1.7292,2369321.03,1214.37,200.0,signal_enhancement,low,
1453,M88,3,1414007.59,7e-06,1.0782,964065.69,1369.96,200.0,signal_enhancement,low,
1454,M88,4,1970206.48,8e-06,1.243,2669478.87,2584.24,200.0,signal_enhancement,low,
1455,M88,5,2192522.34,6e-06,1.5315,1274109.58,1033.55,200.0,signal_enhancement,low,
1456,M88,6,1803755.31,3e-06,1.7532,1694274.49,2455.26,200.0,signal_enhancement,low,
1457,M88,7,1531280.83,9e-06,0.8742,2202134.97,1353.94,200.0,signal_enhancement,low,
1458,M88,8,1448552.2,5e-06,0.6859,1686745.68,813.85,200.0,denoising,low,
1459,M88,9,905683.86,9e-06,2.038,2337073.24,1794.0,200.0,signal_enhancement,low,
1460,M88,0,649662.39,7.6e-05,1.3062,2360667.26,1499.06,200.0,denoising,low,
1461,M88,1,1075471.84,9.5e-05,0.6639,1827421.35,1533.84,200.0,denoising,low,
1462,M88,2,1426731.65,2.8e-05,2.1805,2371429.13,2074.04,200.0,signal_enhancement,low,
1463,M88,3,1207737.2,8e-05,2.6766,1409328.78,1363.54,200.0,denoising,low,
1464,M88,4,1071917.64,6.4e-05,2.3743,1203184.74,1545.29,200.0,denoising,low,
1465,M88,5,2828711.67,5.5e-05,3.3515,1132953.96,1690.34,200.0,denoising,low,
1466,M88,6,1843173.01,0.000105,1.47,2294228.76,1687.01,200.0,signal_enhancement,low,
1467,M88,7,1285538.62,5.1e-05,1.1674,2659567.58,2219.76,200.0,signal_enhancement,low,
1468,M88,8,1013708.69,0.000118,2.7517,2388051.21,1018.89,200.0,signal_enhancement,low,
1469,M88,9,1383026.02,7e-05,0.8974,2095386.83,1387.27,200.0,signal_enhancement,low,
1470,M88,0,2305720.79,2.6e-05,1.2549,2641610.62,2019.37,200.0,signal_enhancement,low,
1471,M88,1,1827531.58,2.8e-05,2.2184,1796414.35,2105.04,200.0,signal_enhancement,low,
1472,M88,2,1694642.22,2.5e-05,1.5338,2533460.4,2080.39,200.0,denoising,low,
1473,M88,3,1567487.49,2.5e-05,0.7211,1522201.14,1042.85,200.0,denoising,low,
1474,M88,4,1523664.98,3.7e-05,1.7388,1316208.34,1015.35,200.0,denoising,low,
1475,M88,5,1845301.93,3.4e-05,1.3106,2109883.4,1477.38,200.0,denoising,low,
1476,M88,6,1382393.91,2.2e-05,1.1898,981204.37,993.08,200.0,signal_enhancement,low,
1477,M88,7,2290160.09,3.4e-05,0.7226,1725783.61,1657.03,200.0,denoising,low,
1478,M88,8,979874.0,2.8e-05,1.5404,2624104.72,1591.8,200.0,denoising,low,
1479,M88,9,1862093.79,1.7e-05,1.5886,2402485.93,1348.04,200.0,denoising,low,
1480,M94,0,1207436.07,1.7e-05,1.3294,1878243.08,1202.32,200.0,denoising,low,
1481,M94,1,1777562.89,1.4e-05,1.7812,2143274.12,2128.84,200.0,signal_enhancement,low,
1482,M94,2,1533191.31,1.2e-05,1.4494,2724673.09,1915.34,200.0,denoising,low,
1483,M94,3,812295.11,2e-05,1.0024,1305969.62,1282.68,200.0,signal_enhancement,low,
1484,M94,4,2079362.51,1.6e-05,0.6078,1327862.97,1929.01,200.0,signal_enhancement,low,
1485,M94,5,1188632.22,1.2e-05,1.7233,3053087.8,1415.21,200.0,denoising,low,
1486,M94,6,1496628.41,2.1e-05,0.8148,2039462.59,2040.59,200.0,denoising,low,1.0
1487,M94,7,2274386.97,1.7e-05,1.5943,1842380.6,1662.65,200.0,signal_enhancement,low,
1488,M94,8,1574235.67,1.4e-05,2.0414,1622840.78,2555.38,200.0,denoising,low,0.0
1489,M94,9,1694193.54,1.9e-05,1.107,1862604.92,2284.05,200.0,signal_enhancement,low,
1490,M93,0,996893.33,2.7e-05,1.1284,1800905.51,1055.56,200.0,denoising,low,
1491,M93,1,1940369.72,2.9e-05,1.3976,1608759.16,1220.33,200.0,denoising,low,
1492,M93,2,1606091.62,1.6e-05,1.1673,2124339.87,1735.48,200.0,signal_enhancement,low,1.0
1493,M93,3,926506.71,2.1e-05,0.8579,2080067.4,1545.65,200.0,denoising,low,
1494,M93,4,963218.45,1.5e-05,1.8027,1201602.47,1444.69,200.0,signal_enhancement,low,
1495,M93,5,2094113.19,1.8e-05,0.7138,1669014.61,1844.91,200.0,signal_enhancement,low,
1496,M93,6,2227597.51,2.9e-05,1.3004,1822529.69,1860.53,200.0,signal_enhancement,low,
1497,M93,7,2813229.54,1.7e-05,0.8913,2078815.24,753.44,200.0,signal_enhancement,low,
1498,M93,8,1323246.57,2.4e-05,0.6673,1345939.39,1829.1,200.0,denoising,low,
1499,M93,9,1772210.74,2.5e-05,1.6732,1601078.97,2178.4,200.0,denoising,low,
1500,M93,0,1236554.63,2.7e-05,0.8757,2258438.58,1185.14,200.0,denoising,low,
1501,M93,1,1365459.07,1.9e-05,1.3308,1608043.97,1197.34,200.0,denoising,low,
1502,M93,2,996020.58,1.6e-05,1.064,948805.42,1676.36,200.0,denoising,low,
1503,M93,3,927950.19,2.5e-05,2.2958,1143894.91,1268.92,200.0,signal_enhancement,low,
1504,M93,4,1615194.66,2.3e-05,0.8846,1980887.2,1058.18,200.0,denoising,low,
1505,M93,5,1066124.11,2.3e-05,1.2108,2336927.43,1901.8,200.0,signal_enhancement,low,
1506,M93,6,1011315.03,2e-05,1.6204,2143245.32,1761.48,200.0,signal_enhancement,low,
1507,M93,7,1778547.85,1.1e-05,0.8797,2552385.98,1945.83,200.0,signal_enhancement,low,
1508,M93,8,1071039.8,9e-06,1.0154,1270876.6,1721.45,200.0,signal_enhancement,low,
1509,M93,9,888556.0,1.7e-05,1.443,1024192.27,1525.81,200.0,signal_enhancement,low,
1510,M88,0,850669.63,6e-06,0.4855,534270.07,1932.35,200.0,signal_enhancement,low,
1511,M88,1,1748337.73,6e-06,0.9537,993076.18,1422.9,200.0,denoising,low,
1512,M88,2,486647.42,6e-06,1.3516,2422092.02,1213.65,200.0,denoising,low,
1513,M88,3,507794.17,5e-06,1.5747,1620446.3,1890.46,200.0,denoising,low,
1514,M88,4,2008802.5,6e-06,1.4256,2435661.18,1317.44,200.0,denoising,low,
1515,M88,5,1575482.52,5e-06,0.6114,2087800.37,1609.58,200.0,signal_enhancement,low,
1516,M88,6,1035150.79,7e-06,1.4456,858175.97,1080.26,200.0,signal_enhancement,low,
1517,M88,7,1266869.61,5e-06,1.7651,1493708.35,1029.27,200.0,denoising,low,4.0
1518,M88,8,1658287.3,8e-06,1.8182,1790145.54,1847.4,200.0,signal_enhancement,low,
1519,M88,9,2063033.2,6e-06,1.8339,1947730.47,1326.84,200.0,denoising,low,
1520,M90,0,1395292.59,6e-06,0.2941,2114767.04,1459.67,200.0,signal_enhancement,low,
1521,M90,1,1220107.56,6e-06,0.2237,1693595.46,2363.16,200.0,denoising,medium,
1522,M90,2,1089621.19,8e-06,0.245,1032897.06,1363.23,200.0,signal_enhancement,medium,
1523,M90,3,1163754.14,6e-06,0.1033,1708719.03,987.09,200.0,signal_enhancement,high,1.0
1524,M90,4,1506763.3,5e-06,0.14,1321775.22,421.73,200.0,signal_enhancement,high,
1525,M90,5,1775084.54,8e-06,0.1699,1921311.35,2057.85,200.0,denoising,medium,
1526,M90,6,1477522.19,6e-06,0.1718,1906325.65,1951.63,200.0,signal_enhancement,medium,
1527,M90,7,631576.05,8e-06,0.1668,1868846.32,1772.7,200.0,denoising,medium,
1528,M90,8,1449360.76,6e-06,0.1015,2134867.99,1170.09,200.0,denoising,high,
1529,M90,9,1247047.28,6e-06,0.2786,1849578.75,1184.55,200.0,signal_enhancement,low,
1530,M90,0,938012.49,5e-06,1.6128,1710041.98,630.39,200.0,denoising,low,
1531,M90,1,1889360.99,3e-06,1.6898,2247405.64,1219.66,200.0,signal_enhancement,low,
1532,M90,2,1321548.07,2e-06,2.615,2160063.49,1585.19,200.0,denoising,low,
1533,M90,3,633500.17,4e-06,1.7221,1482224.33,1727.78,200.0,signal_enhancement,low,
1534,M90,4,1475502.87,3e-06,3.2872,1450470.59,1757.65,200.0,denoising,low,
1535,M90,5,1107537.91,6e-06,1.7272,2148926.81,1438.31,200.0,signal_enhancement,low,
1536,M90,6,1614028.58,4e-06,2.7422,1284412.21,1360.47,200.0,denoising,low,
1537,M90,7,941682.22,4e-06,2.0183,1723601.77,1356.14,200.0,signal_enhancement,low,
1538,M90,8,1006365.53,7e-06,2.3651,1316415.84,991.94,200.0,denoising,low,
1539,M90,9,1122731.54,3e-06,2.4757,3247777.95,1219.53,200.0,denoising,low,
1540,M90,0,1408737.63,7e-06,2.5329,2369335.15,1392.64,200.0,signal_enhancement,low,
1541,M90,1,783698.47,4e-06,2.2829,2296858.39,1552.17,200.0,denoising,low,
1542,M90,2,884136.89,4e-06,2.2391,1385122.8,1532.79,200.0,signal_enhancement,low,
1543,M90,3,782434.94,3e-06,2.1418,961890.89,1837.46,200.0,signal_enhancement,low,
1544,M90,4,1373188.57,5e-06,2.2746,1758874.99,1521.62,200.0,denoising,low,0.0
1545,M90,5,1263647.39,5e-06,2.7266,1302102.8,1171.91,200.0,signal_enhancement,low,
1546,M90,6,422825.33,3e-06,2.8673,2364009.67,952.98,200.0,denoising,low,
1547,M90,7,1993198.68,5e-06,2.0734,1602627.19,986.9,200.0,signal_enhancement,low,
1548,M90,8,1681473.42,3e-06,2.3055,2461469.41,1080.35,200.0,signal_enhancement,low,
1549,M90,9,820427.61,2e-06,2.3932,1020928.69,1408.97,200.0,signal_enhancement,low,
1550,M94,0,2332912.95,0.002946,2.3951,1670776.2,915.65,200.0,denoising,low,
1551,M94,1,1736321.29,0.002724,2.5777,1187836.74,1928.6,200.0,signal_enhancement,low,
1552,M94,2,896474.76,0.002461,1.5507,1336510.96,2496.38,200.0,denoising,low,
1553,M94,3,1455466.33,0.002967,2.7964,2363641.78,1337.44,200.0,denoising,low,
1554,M94,4,1832323.76,0.003214,2.6229,1740254.43,1685.78,200.0,denoising,low,
1555,M94,5,1137907.21,0.001947,2.0026,1471350.87,1353.18,200.0,signal_enhancement,low,
1556,M94,6,1662825.53,0.003272,2.0237,1373661.35,1883.19,200.0,signal_enhancement,low,
1557,M94,7,1689752.69,0.003525,1.1293,2548886.07,1004.36,200.0,signal_enhancement,low,
1558,M94,8,980836.53,0.002688,2.2394,2369093.03,1578.77,200.0,denoising,low,
1559,M94,9,1027143.05,0.003416,2.1806,1981849.73,1224.73,200.0,signal_enhancement,low,
1560,M90,0,2026483.13,1.3e-05,1.7686,2214993.62,2237.85,200.0,denoising,low,
1561,M90,1,1737409.87,1.1e-05,0.4126,2025494.31,2434.09,200.0,signal_enhancement,low,
1562,M90,2,1280958.49,2e-05,2.006,1608427.76,1143.53,200.0,denoising,low,
1563,M90,3,2320625.3,6e-06,1.2468,763056.8,1402.33,200.0,signal_enhancement,low,
1564,M90,4,2025273.0,1e-05,2.2705,2655593.63,1280.09,200.0,signal_enhancement,low,
1565,M90,5,1121261.17,1.6e-05,1.798,2117652.6,941.02,200.0,signal_enhancement,low,
1566,M90,6,1518003.05,1.1e-05,2.3689,2977967.68,1339.06,200.0,denoising,low,
1567,M90,7,1712463.98,8e-06,1.8056,2079000.49,1728.54,200.0,denoising,low,
1568,M90,8,1776403.18,1.1e-05,1.2217,1880411.36,1865.73,200.0,denoising,low,
1569,M90,9,1810665.17,1.5e-05,2.6965,2865407.78,1363.16,200.0,denoising,low,
1570,M88,0,1180255.27,0.000141,1.7237,2438413.68,2408.15,200.0,denoising,low,
1571,M88,1,758141.19,0.000216,1.0276,1627050.73,900.52,200.0,denoising,low,
1572,M88,2,1616159.55,0.000228,1.1619,2799098.64,1218.34,200.0,signal_enhancement,low,
1573,M88,3,2227892.72,0.000168,1.6523,2472878.02,2122.01,200.0,denoising,low,
1574,M88,4,1697036.18,0.000195,1.4674,2011255.57,535.64,200.0,signal_enhancement,low,
1575,M88,5,1187097.02,0.000254,1.278,2811057.42,1758.84,200.0,signal_enhancement,low,
1576,M88,6,1170623.64,0.000208,1.9756,3345367.56,1706.09,200.0,signal_enhancement,low,
1577,M88,7,2273291.59,0.000179,1.8614,2273681.57,1113.44,200.0,denoising,low,6.0
1578,M88,8,1671099.3,7.6e-05,1.634,1143560.09,1736.24,200.0,denoising,low,
1579,M88,9,2714810.44,0.00027,1.1131,2062751.39,1875.94,200.0,denoising,low,
1580,M88,0,1489837.83,0.000539,2.7669,2104871.31,1129.46,200.0,denoising,low,
1581,M88,1,1862519.17,0.000405,2.6558,1964819.12,1872.28,200.0,denoising,low,
1582,M88,2,1835418.88,0.000206,3.1513,2321962.19,1747.98,200.0,signal_enhancement,low,
1583,M88,3,2896202.47,0.000306,1.1389,2511756.4,1031.78,200.0,denoising,low,
1584,M88,4,1762793.32,0.000517,2.2493,1501453.02,2226.93,200.0,signal_enhancement,low,
1585,M88,5,1044973.25,0.000477,1.5502,1865845.41,1126.86,200.0,signal_enhancement,low,
1586,M88,6,2292568.65,0.000398,1.1137,1892375.44,1262.37,200.0,denoising,low,
1587,M88,7,864806.72,0.000468,1.9639,389263.68,1672.31,200.0,signal_enhancement,low,
1588,M88,8,2070246.45,0.000497,1.3655,1638942.35,1478.33,200.0,denoising,low,
1589,M88,9,1711461.8,0.000389,2.1226,1354332.66,1918.64,200.0,denoising,low,
1590,M88,0,2751472.87,0.000608,1.974,1864232.62,1796.62,200.0,signal_enhancement,low,
1591,M88,1,1194753.42,0.000279,1.9507,522359.09,1646.22,200.0,denoising,low,
1592,M88,2,901038.43,0.000259,2.2395,2249783.12,2179.78,200.0,denoising,low,
1593,M88,3,1587960.84,0.000518,2.4479,1473549.46,2543.88,200.0,denoising,low,
1594,M88,4,1497653.27,0.000424,1.8267,1104495.2,852.76,200.0,signal_enhancement,low,
1595,M88,5,1800599.4,0.000372,3.1206,1509209.57,1783.0,200.0,denoising,low,
1596,M88,6,1292837.69,0.000182,2.0477,709988.54,2285.97,200.0,denoising,low,
1597,M88,7,2206267.92,0.000592,0.8609,1472703.2,2146.28,200.0,denoising,low,
1598,M88,8,1911791.49,0.000235,1.8193,571796.61,1165.44,200.0,denoising,low,2.0
1599,M88,9,1954245.95,0.000413,2.301,1418824.41,1424.79,200.0,denoising,low,
1600,M93,0,2344049.93,2e-05,0.5328,2091050.43,1067.46,200.0,denoising,low,
1601,M93,1,2472237.63,2.2e-05,0.4682,2008655.12,1585.13,200.0,denoising,low,
1602,M93,2,819309.19,3.6e-05,0.3743,1827387.14,2326.51,200.0,signal_enhancement,low,
1603,M93,3,1770895.42,3.7e-05,0.4603,1323844.08,1745.59,200.0,denoising,low,
1604,M93,4,2022881.39,2.1e-05,0.6255,2205989.94,1828.68,200.0,signal_enhancement,low,
1605,M93,5,2332648.47,2.9e-05,0.2577,2251514.98,2245.27,200.0,denoising,low,
1606,M93,6,1155827.34,3.2e-05,0.4079,3029748.27,1526.49,200.0,denoising,low,
1607,M93,7,1291653.38,3.3e-05,0.4301,1915684.1,1958.41,200.0,signal_enhancement,low,
1608,M93,8,1057289.8,3.1e-05,0.3613,3098858.96,1945.98,200.0,denoising,low,
1609,M93,9,1952187.32,2.4e-05,0.4147,1778341.55,412.98,200.0,denoising,low,
1610,M94,0,1772904.99,3.6e-05,1.1142,2339103.05,1789.39,200.0,denoising,low,
1611,M94,1,781563.43,3.1e-05,1.9387,1959245.12,2247.39,200.0,signal_enhancement,low,
1612,M94,2,2186064.29,2.4e-05,2.0921,1933483.73,1681.37,200.0,signal_enhancement,low,
1613,M94,3,1810107.76,2.7e-05,1.361,1374893.45,1355.6,200.0,signal_enhancement,low,
1614,M94,4,1109754.55,2.9e-05,1.7062,1467162.75,1571.13,200.0,denoising,low,
1615,M94,5,1201772.24,3.7e-05,1.0192,2157168.39,1936.87,200.0,denoising,low,
1616,M94,6,1538213.36,3.1e-05,0.2737,2285617.2,1588.84,200.0,signal_enhancement,low,
1617,M94,7,658450.04,2e-05,1.4604,2992571.93,1816.14,200.0,signal_enhancement,low,
1618,M94,8,1732388.31,4.8e-05,1.4558,1519221.56,1256.52,200.0,denoising,low,
1619,M94,9,1829494.65,3.8e-05,1.6967,2036338.65,1713.72,200.0,denoising,low,
1620,M90,0,1971879.98,3.8e-05,0.9963,3824286.63,1663.33,200.0,denoising,low,
1621,M90,1,1775620.65,4.1e-05,0.3765,2595626.05,216.19,200.0,signal_enhancement,low,
1622,M90,2,1413647.56,9.7e-05,2.0867,2279329.51,1173.83,200.0,denoising,low,
1623,M90,3,1592602.65,5.9e-05,1.665,2726701.36,1696.0,200.0,signal_enhancement,low,
1624,M90,4,1781562.83,6.1e-05,1.1639,3447172.22,2071.87,200.0,signal_enhancement,low,
1625,M90,5,1247879.07,6.6e-05,1.9302,2228125.8,2173.55,200.0,signal_enhancement,low,
1626,M90,6,1762883.27,9.6e-05,0.9853,2548414.45,2990.92,200.0,denoising,low,
1627,M90,7,1958832.24,6.7e-05,1.4143,1646457.34,1729.01,200.0,denoising,low,1.0
1628,M90,8,2129128.67,6.5e-05,1.6331,2644516.86,820.5,200.0,denoising,low,
1629,M90,9,2371161.43,8.5e-05,1.4866,3893600.6,1288.49,200.0,denoising,low,
1630,M90,0,2797903.29,3.8e-05,1.4194,2217079.68,1485.62,200.0,signal_enhancement,low,
1631,M90,1,2065756.62,4.6e-05,1.7113,1914929.65,2587.46,200.0,signal_enhancement,low,
1632,M90,2,2546486.42,4.9e-05,1.7152,1276139.91,1686.58,200.0,denoising,low,
1633,M90,3,2452366.36,4.7e-05,1.2702,1767762.96,1958.99,200.0,signal_enhancement,low,
1634,M90,4,1953991.09,4.4e-05,1.6092,2694613.16,1582.68,200.0,signal_enhancement,low,
1635,M90,5,2563671.11,4.3e-05,1.3801,2203607.07,1685.62,200.0,denoising,low,
1636,M90,6,2013433.67,5.9e-05,1.2711,2844705.9,1536.15,200.0,signal_enhancement,low,
1637,M90,7,2273657.21,5.1e-05,0.9242,1995479.0,2548.69,200.0,denoising,low,
1638,M90,8,2986397.52,3.7e-05,1.3361,1313730.2,1014.63,200.0,denoising,low,
1639,M90,9,1265013.1,6.1e-05,1.0857,1910041.65,2731.32,200.0,denoising,low,
1640,M90,0,1807825.04,2.3e-05,2.4155,2575834.35,2538.13,200.0,denoising,low,
1641,M90,1,1766618.97,1.3e-05,1.4158,2277452.1,2570.76,200.0,signal_enhancement,low,
1642,M90,2,2185076.19,1.5e-05,2.1869,2202740.63,995.23,200.0,signal_enhancement,low,
1643,M90,3,2037218.56,2e-05,1.9795,2119727.49,1800.59,200.0,denoising,low,
1644,M90,4,1637833.47,2.1e-05,1.7733,3320765.57,2047.89,200.0,denoising,low,
1645,M90,5,2541259.21,1.9e-05,1.9284,2529335.52,1777.9,200.0,denoising,low,
1646,M90,6,2019522.64,1.6e-05,2.1964,3240122.78,2346.87,200.0,signal_enhancement,low,
1647,M90,7,1499744.14,1.4e-05,1.5683,2376007.47,2307.95,200.0,denoising,low,
1648,M90,8,2437724.04,2e-05,2.6363,2196810.84,2311.93,200.0,denoising,low,
1649,M90,9,1576374.79,2.2e-05,3.0764,2151989.21,1458.03,200.0,signal_enhancement,low,
1650,M88,0,1951158.03,4.7e-05,0.9747,1419186.32,2009.79,200.0,signal_enhancement,low,
1651,M88,1,1452096.5,4.5e-05,1.4796,3327626.56,1358.14,200.0,denoising,low,
1652,M88,2,2508368.85,6e-05,0.9136,2602323.83,3228.41,200.0,denoising,low,
1653,M88,3,1726764.39,5.8e-05,1.4251,2237476.89,1536.24,200.0,signal_enhancement,low,
1654,M88,4,1154726.66,4.7e-05,1.5696,2811427.34,2612.4,200.0,denoising,low,
1655,M88,5,782830.49,6e-05,1.8212,1808508.06,2421.41,200.0,signal_enhancement,low,
1656,M88,6,1842834.4,3.5e-05,1.541,1588385.01,2782.81,200.0,denoising,low,
1657,M88,7,2408856.49,5.4e-05,1.215,1891610.63,1010.15,200.0,signal_enhancement,low,
1658,M88,8,2177253.68,4.9e-05,1.4623,1039455.56,1490.73,200.0,denoising,low,7.0
1659,M88,9,2272409.11,7e-05,1.0951,2271220.35,2456.12,200.0,signal_enhancement,low,
1660,M93,0,2446392.17,2e-06,1.5795,1955044.11,1457.11,200.0,denoising,low,
1661,M93,1,1547375.28,3e-06,1.4962,1746800.03,1926.59,200.0,denoising,low,
1662,M93,2,2263200.68,3e-06,1.8178,1412595.63,1336.75,200.0,signal_enhancement,low,
1663,M93,3,2288169.22,2e-06,1.7833,1783485.1,2566.65,200.0,signal_enhancement,low,
1664,M93,4,1779028.76,3e-06,1.17,2257791.21,2157.68,200.0,denoising,low,
1665,M93,5,605109.93,3e-06,2.4943,2070237.42,1931.13,200.0,denoising,low,
1666,M93,6,2115737.63,1e-06,1.5827,2481950.03,1955.6,200.0,signal_enhancement,low,
1667,M93,7,2038558.14,2e-06,1.8543,925346.98,2087.73,200.0,denoising,low,
1668,M93,8,1219392.88,2e-06,2.0934,2148025.39,1408.95,200.0,signal_enhancement,low,
1669,M93,9,2211959.71,3e-06,2.2744,3224845.74,913.04,200.0,denoising,low,
1670,M94,0,2526355.39,4.8e-05,0.6292,1509824.85,2745.33,200.0,denoising,low,
1671,M94,1,1523056.14,4.3e-05,0.2625,90978.9,1830.26,200.0,denoising,low,
1672,M94,2,1946795.67,3.5e-05,0.2368,3294078.28,671.04,200.0,signal_enhancement,medium,
1673,M94,3,2159556.34,4.9e-05,0.2308,2014220.44,2029.8,200.0,signal_enhancement,medium,
1674,M94,4,1391157.48,4e-05,0.3265,3414088.32,1740.7,200.0,denoising,low,
1675,M94,5,2329964.51,3.8e-05,0.463,2557498.71,2709.18,200.0,denoising,low,
1676,M94,6,1426284.3,4.2e-05,0.2744,3156201.61,2125.84,200.0,signal_enhancement,low,
1677,M94,7,2287514.76,7e-06,0.5894,1918111.3,2582.47,200.0,signal_enhancement,low,1.0
1678,M94,8,1119737.91,3.6e-05,0.224,2378518.67,2048.12,200.0,signal_enhancement,medium,
1679,M94,9,2013604.11,3.9e-05,0.2529,2229302.74,2013.14,200.0,signal_enhancement,low,
1680,M94,0,1725896.67,4e-05,0.5527,2389653.41,1399.59,200.0,signal_enhancement,low,
1681,M94,1,2160515.6,4.5e-05,0.8066,795226.69,1336.61,200.0,denoising,low,0.0
1682,M94,2,2239266.57,4.6e-05,0.5391,3220548.95,2309.17,200.0,signal_enhancement,low,
1683,M94,3,1385114.17,3.1e-05,0.8415,3396865.45,1739.05,200.0,signal_enhancement,low,
1684,M94,4,1671311.55,4.6e-05,0.4559,3409722.86,1747.45,200.0,signal_enhancement,low,
1685,M94,5,2181196.54,3.7e-05,0.9778,2445504.81,843.1,200.0,denoising,low,
1686,M94,6,1112849.1,4.9e-05,0.7772,2107010.46,1207.27,200.0,denoising,low,
1687,M94,7,1315168.8,2.2e-05,0.6903,2320524.68,1534.79,200.0,denoising,low,
1688,M94,8,2014640.83,4.4e-05,0.5769,2451274.95,1277.12,200.0,signal_enhancement,low,
1689,M94,9,1275606.26,3.3e-05,0.773,2147136.45,2004.7,200.0,signal_enhancement,low,
1690,M93,0,2305647.87,2e-06,2.0249,1359432.77,1782.38,200.0,signal_enhancement,low,
1691,M93,1,2362466.28,1e-06,2.3031,1737732.46,445.97,200.0,denoising,low,
1692,M93,2,879181.92,2e-06,2.7256,1627650.88,1168.11,200.0,denoising,low,
1693,M93,3,1567234.9,1e-06,1.5363,2188302.87,1757.5,200.0,denoising,low,
1694,M93,4,1100868.64,3e-06,1.0841,2430614.29,1892.69,200.0,signal_enhancement,low,
1695,M93,5,1437888.45,3e-06,2.1266,2492663.88,1598.04,200.0,signal_enhancement,low,
1696,M93,6,1519454.77,4e-06,1.8743,1341461.42,2074.21,200.0,signal_enhancement,low,
1697,M93,7,2112588.74,3e-06,1.9506,2505437.4,1551.39,200.0,signal_enhancement,low,4.0
1698,M93,8,2015202.76,3e-06,0.8952,2062492.3,856.14,200.0,signal_enhancement,low,
1699,M93,9,2180170.43,1e-06,1.2469,1906421.73,766.53,200.0,signal_enhancement,low,
1700,M93,0,1557222.16,1e-05,1.3923,1817673.24,3166.42,200.0,signal_enhancement,low,
1701,M93,1,1527871.88,1.8e-05,1.3518,3148352.2,1795.36,200.0,denoising,low,
1702,M93,2,939665.79,1.3e-05,1.5631,1307065.03,1529.57,200.0,signal_enhancement,low,0.0
1703,M93,3,1785443.39,1.2e-05,1.6702,1110072.79,2274.43,200.0,denoising,low,2.0
1704,M93,4,1272642.91,8e-06,1.9463,953452.9,3062.47,200.0,signal_enhancement,low,
1705,M93,5,791339.4,1.6e-05,1.3011,2328309.78,1845.29,200.0,denoising,low,
1706,M93,6,2229097.16,8e-06,1.506,2979807.16,2092.46,200.0,signal_enhancement,low,2.0
1707,M93,7,1103010.19,1.3e-05,2.2915,2067953.44,2020.62,200.0,signal_enhancement,low,2.0
1708,M93,8,1869316.98,1.6e-05,1.9161,2714653.14,770.6,200.0,signal_enhancement,low,
1709,M93,9,1662686.74,1.2e-05,2.044,1158226.73,1008.79,200.0,signal_enhancement,low,
1710,M93,0,2043419.24,3.5e-05,2.4421,1471434.59,1816.13,200.0,signal_enhancement,low,
1711,M93,1,843720.39,2.4e-05,1.574,2035090.47,1548.08,200.0,denoising,low,
1712,M93,2,568394.8,5.2e-05,0.9535,2088234.47,2441.18,200.0,signal_enhancement,low,
1713,M93,3,1242574.81,4.4e-05,2.1112,2599954.9,2346.28,200.0,signal_enhancement,low,
1714,M93,4,141400.49,5.1e-05,1.8627,1219537.72,2402.33,200.0,signal_enhancement,low,
1715,M93,5,1104441.59,4.1e-05,0.5703,2252015.75,2538.73,200.0,denoising,low,
1716,M93,6,1537357.41,2.4e-05,0.6286,1967068.74,1966.97,200.0,denoising,low,
1717,M93,7,2671037.9,4.5e-05,1.328,1248825.26,344.52,200.0,signal_enhancement,low,2.0
1718,M93,8,2493689.39,4.6e-05,1.3976,1482579.15,1512.02,200.0,denoising,low,5.0
1719,M93,9,2147524.72,3.5e-05,1.0275,1860322.22,2218.87,200.0,denoising,low,
1720,M88,0,1736523.36,2e-05,3.0597,1160847.6,2288.84,200.0,denoising,low,
1721,M88,1,1162706.86,1.3e-05,2.6965,2456612.96,1455.58,200.0,signal_enhancement,low,
1722,M88,2,1439245.19,2.4e-05,2.8132,2213431.28,1411.19,200.0,denoising,low,
